gene_name,gene_type
ZNF680P1,processed_pseudogene
AC074338.1,processed_pseudogene
RAPGEF4-AS1,lncRNA
AC006480.1,unprocessed_pseudogene
HNRNPA1P46,processed_pseudogene
AL158835.1,lncRNA
HCG20,lncRNA
CYP1D1P,unprocessed_pseudogene
AL136369.1,lncRNA
AC069257.1,lncRNA
AC019084.1,processed_pseudogene
AC078842.1,lncRNA
AC010967.1,lncRNA
HMGN2P21,processed_pseudogene
NGF-AS1,lncRNA
HSPD1P9,processed_pseudogene
AL139246.3,lncRNA
VN1R51P,processed_pseudogene
AC253536.2,processed_pseudogene
AL390729.1,processed_pseudogene
EIF3JP1,processed_pseudogene
M6PRP1,processed_pseudogene
AC114763.1,lncRNA
AL160408.1,lncRNA
DNAJA1P6,processed_pseudogene
MTCO3P40,processed_pseudogene
AL355314.2,lncRNA
POLR2J2,protein_coding
TOP3BP1,processed_pseudogene
WBP11P3,processed_pseudogene
AL158823.1,processed_pseudogene
RANP5,processed_pseudogene
FAM245A,lncRNA
CFL1P3,processed_pseudogene
SEC63P1,processed_pseudogene
LINC01736,lncRNA
PABPC4-AS1,lncRNA
AC131571.1,lncRNA
LYPLAL1-DT,lncRNA
AC023469.2,lncRNA
LINC01515,lncRNA
LINC01740,lncRNA
MTCO3P29,unprocessed_pseudogene
RPL7P47,processed_pseudogene
AL139008.2,lncRNA
AC133106.1,lncRNA
UBBP5,processed_pseudogene
BOD1L2,protein_coding
AL591719.1,processed_pseudogene
HLA-U,unprocessed_pseudogene
AC012368.2,lncRNA
AC092810.1,processed_pseudogene
SIM1-AS1,lncRNA
IFNA14,protein_coding
AC118553.1,lncRNA
AC009296.1,processed_pseudogene
AL589990.1,lncRNA
PNKDP1,processed_pseudogene
COX6CP15,processed_pseudogene
AL354692.1,processed_pseudogene
MTATP6P11,unprocessed_pseudogene
AC110620.1,processed_pseudogene
LINC01820,lncRNA
LINC01757,lncRNA
AP000692.1,lncRNA
SPTBN1-AS1,lncRNA
MELTF-AS1,lncRNA
ST13P19,processed_pseudogene
TPT1P2,processed_pseudogene
AC112220.1,processed_pseudogene
AC003991.1,lncRNA
AL161725.2,lncRNA
MYL6P5,processed_pseudogene
AP001631.1,lncRNA
PHBP3,processed_pseudogene
MTND1P17,processed_pseudogene
AL162726.2,processed_pseudogene
AL096678.1,lncRNA
AKIRIN1P2,processed_pseudogene
FALEC,lncRNA
LINC01649,lncRNA
IGHD6-6,IG_D_gene
AL360221.1,processed_pseudogene
AC099684.1,lncRNA
UBE2V1P14,processed_pseudogene
LINC01494,lncRNA
AL773545.1,lncRNA
AP001469.2,lncRNA
LINC01402,lncRNA
AL031283.1,lncRNA
AC105339.1,transcribed_unitary_pseudogene
AL354861.2,lncRNA
AL512649.1,processed_pseudogene
AC078927.1,protein_coding
CASP16P,transcribed_unitary_pseudogene
RPL3P1,processed_pseudogene
AL357140.2,lncRNA
AC004941.1,lncRNA
AL161793.1,lncRNA
AC092436.1,processed_pseudogene
AL133343.1,lncRNA
AC007952.2,lncRNA
TLE1P1,processed_pseudogene
LINC01674,lncRNA
AL158069.1,lncRNA
AC245452.2,unprocessed_pseudogene
AC097713.1,lncRNA
AL158147.1,lncRNA
MTND1P11,unprocessed_pseudogene
AL353072.1,processed_pseudogene
HNRNPA1P21,processed_pseudogene
PPIAP19,processed_pseudogene
AL031963.1,lncRNA
AC121251.1,unprocessed_pseudogene
AL020996.1,lncRNA
AC091770.1,lncRNA
AL162385.1,lncRNA
GEMIN8P4,processed_pseudogene
AC092265.1,lncRNA
AL590365.1,processed_pseudogene
MTND2P25,processed_pseudogene
SNX19P1,processed_pseudogene
AC093433.1,processed_pseudogene
LINC02843,lncRNA
RPL23AP16,processed_pseudogene
AL512326.4,processed_pseudogene
AL512353.1,lncRNA
ELOCP14,processed_pseudogene
Z83846.1,processed_pseudogene
RPL5P27,processed_pseudogene
PTPN2P1,processed_pseudogene
OR2M3,protein_coding
AL022341.1,lncRNA
GRASLND,lncRNA
AC004830.2,lncRNA
AC131235.1,processed_pseudogene
AC016717.1,processed_pseudogene
AC007967.2,unprocessed_pseudogene
LINC02869,lncRNA
PNPP1,processed_pseudogene
AL121916.1,processed_pseudogene
HYAL6P,unitary_pseudogene
OFD1P17,processed_pseudogene
NLGN1-AS1,lncRNA
LINC02770,lncRNA
AL355607.1,lncRNA
PNRC2P1,processed_pseudogene
ATF4P3,processed_pseudogene
NPM1P30,processed_pseudogene
LINC00578,lncRNA
AC073050.1,lncRNA
HCG11,lncRNA
NACA4P,transcribed_processed_pseudogene
CRLF3P3,processed_pseudogene
AC012070.1,lncRNA
AC243961.1,lncRNA
TINAG-AS1,lncRNA
GAPDHP1,processed_pseudogene
GLRXP1,processed_pseudogene
AP001476.3,lncRNA
TXNP5,processed_pseudogene
EFCAB14-AS1,lncRNA
AL096803.1,processed_pseudogene
AL138900.1,lncRNA
TTTY17A,lncRNA
MOB1AP1,processed_pseudogene
XPC-AS1,lncRNA
UBBP2,processed_pseudogene
NUTF2P3,processed_pseudogene
AC012442.1,lncRNA
COL6A4P2,transcribed_unitary_pseudogene
MT-ATP8,protein_coding
AC096639.1,lncRNA
AC010141.1,unprocessed_pseudogene
AC136604.1,unprocessed_pseudogene
ITPRIP-AS1,lncRNA
LINC01320,lncRNA
PSMD8P1,processed_pseudogene
LINC02048,lncRNA
AC106874.1,lncRNA
AL021707.2,lncRNA
ARMCX3-AS1,lncRNA
UMLILO,lncRNA
ORM2,protein_coding
AL731568.1,lncRNA
KATNBL1P6,transcribed_processed_pseudogene
LYPLA2P1,processed_pseudogene
AP000593.2,processed_pseudogene
PCAT6,lncRNA
AL355862.1,processed_pseudogene
TBX18-AS1,lncRNA
ARL4AP3,processed_pseudogene
AL512604.1,processed_pseudogene
AL049712.1,lncRNA
BMS1P17,transcribed_unprocessed_pseudogene
LINC00392,lncRNA
TTTY4C,lncRNA
FAM174C,protein_coding
RPL7P55,processed_pseudogene
AL512770.1,lncRNA
AC095038.1,unprocessed_pseudogene
OR4K6P,unprocessed_pseudogene
PRELID1P6,processed_pseudogene
OR2S1P,transcribed_unprocessed_pseudogene
LINC01209,lncRNA
LINC01350,lncRNA
GAPDHP45,processed_pseudogene
CYP4F29P,transcribed_unprocessed_pseudogene
GUSBP11,lncRNA
MTATP6P19,processed_pseudogene
AL158070.1,lncRNA
AP001610.2,lncRNA
SPATA2P1,processed_pseudogene
AL162419.1,lncRNA
MYADM-AS1,lncRNA
IGKV3D-7,IG_V_gene
AL669831.1,transcribed_unprocessed_pseudogene
PGK1P1,processed_pseudogene
LINC01890,lncRNA
AL355355.1,processed_pseudogene
RPL17P43,processed_pseudogene
AC024028.1,lncRNA
AC073063.1,processed_pseudogene
OR9H1P,polymorphic_pseudogene
PPIAP69,processed_pseudogene
LINC01784,lncRNA
AMD1P1,processed_pseudogene
MIR646HG,lncRNA
AC002381.1,processed_pseudogene
AC115618.2,lncRNA
AC112492.2,processed_pseudogene
FTLP17,processed_pseudogene
EFCAB14P1,processed_pseudogene
RPS26P4,processed_pseudogene
LINC02585,lncRNA
AC018832.1,lncRNA
AL354989.1,lncRNA
AL450322.1,lncRNA
AL450023.1,processed_pseudogene
BX322559.1,lncRNA
LINC02263,lncRNA
AC009220.1,processed_pseudogene
AL606970.2,lncRNA
AC015971.1,lncRNA
SAR1AP1,processed_pseudogene
AL133351.1,lncRNA
AL592437.1,processed_pseudogene
AC108120.1,processed_pseudogene
AC106873.1,lncRNA
TXNDC12-AS1,lncRNA
SMIM10L2B-AS1,lncRNA
AL353752.1,processed_pseudogene
RPL9P13,processed_pseudogene
RPS20P25,processed_pseudogene
GAS2L1P2,transcribed_processed_pseudogene
AC010891.1,lncRNA
MYL6BP1,processed_pseudogene
ITPKB-IT1,lncRNA
FAM197Y7,lncRNA
AC007040.1,lncRNA
AL031668.1,lncRNA
AC011995.1,lncRNA
AL162391.1,lncRNA
LINC01004,lncRNA
AL356481.1,lncRNA
LINC01635,lncRNA
HMGN2P25,processed_pseudogene
AL109741.2,processed_pseudogene
AC079154.1,lncRNA
AL590226.1,lncRNA
AC035139.1,lncRNA
AP001468.1,lncRNA
AL139156.2,processed_pseudogene
AL031056.1,lncRNA
CCT6P1,transcribed_unprocessed_pseudogene
ELOCP24,processed_pseudogene
ELOCP24,processed_pseudogene
CDY4P,processed_pseudogene
LNC-LBCS,lncRNA
AC024937.1,processed_pseudogene
LINC01185,lncRNA
PTMAP1,processed_pseudogene
AL360182.2,lncRNA
LINC01768,lncRNA
AC005013.1,lncRNA
LINC00687,lncRNA
AL357552.2,lncRNA
AL645634.1,lncRNA
AL590764.1,lncRNA
AC004910.1,processed_pseudogene
AL162726.3,transcribed_unprocessed_pseudogene
ARL5AP3,processed_pseudogene
DHFRP2,processed_pseudogene
OR7E23P,unprocessed_pseudogene
AC004951.1,lncRNA
AL139260.1,lncRNA
LINC02474,lncRNA
AL445567.1,processed_pseudogene
MTND5P6,unprocessed_pseudogene
AL137244.1,lncRNA
UGT1A2P,unprocessed_pseudogene
ANKRD49P1,processed_pseudogene
AL049734.1,processed_pseudogene
SDAD1P1,transcribed_processed_pseudogene
AC098484.1,lncRNA
RPS15AP9,processed_pseudogene
LINC01546,lncRNA
CYP2C59P,unprocessed_pseudogene
RPS19P7,processed_pseudogene
AP006222.1,transcribed_processed_pseudogene
AC073614.1,processed_pseudogene
TRAPPC2P10,unprocessed_pseudogene
TUBB4AP1,processed_pseudogene
AL845311.1,lncRNA
AL929236.1,lncRNA
AC018865.1,processed_pseudogene
LIN28AP2,processed_pseudogene
OST4,protein_coding
CSTP1,transcribed_unprocessed_pseudogene
AL663070.1,processed_pseudogene
AL138885.2,lncRNA
AC130464.1,unprocessed_pseudogene
PRKCE-AS1,lncRNA
LINC01713,lncRNA
AL137025.1,lncRNA
GRK5-IT1,lncRNA
C2orf92,protein_coding
AL450263.1,lncRNA
AC092168.1,lncRNA
RPL21P50,processed_pseudogene
RAB11FIP1P1,processed_pseudogene
LINC01013,lncRNA
AC106875.1,lncRNA
TMSB10P1,processed_pseudogene
RPL15P18,processed_pseudogene
EEF1A1P11,processed_pseudogene
AL357558.1,lncRNA
LINC01760,lncRNA
AC011897.1,lncRNA
AL513550.1,lncRNA
DAP3P2,processed_pseudogene
AC006460.1,lncRNA
AL359091.2,processed_pseudogene
AC023271.2,processed_pseudogene
CT47A7,protein_coding
SURF6P1,processed_pseudogene
RANBP1P1,processed_pseudogene
AC099552.3,lncRNA
AL845321.1,transcribed_unprocessed_pseudogene
DNAJB6P4,processed_pseudogene
AL353689.1,processed_pseudogene
MIR34AHG,lncRNA
AC016396.1,lncRNA
AC068057.1,lncRNA
AL445687.1,processed_pseudogene
SUMO2P21,processed_pseudogene
LYPLAL1-AS1,lncRNA
AC009411.1,lncRNA
AL157413.1,lncRNA
AC073326.1,lncRNA
AC093159.1,lncRNA
AC003684.1,lncRNA
CCDC183-AS1,lncRNA
PMS2P12,unprocessed_pseudogene
OR7E26P,unprocessed_pseudogene
ITPKB-AS1,lncRNA
BX284668.2,lncRNA
AC073583.1,processed_pseudogene
SNRPGP9,processed_pseudogene
AL389885.1,lncRNA
AC004837.2,lncRNA
HSPA8P17,processed_pseudogene
AL033519.4,lncRNA
AL513323.1,lncRNA
AC026355.2,lncRNA
AL133247.1,lncRNA
LINC01005,lncRNA
AC013287.1,lncRNA
VN1R4,protein_coding
RPS15AP13,processed_pseudogene
NUTM2E,protein_coding
HSFY7P,unprocessed_pseudogene
AL954722.1,unprocessed_pseudogene
AL954722.1,unprocessed_pseudogene
AL138962.1,lncRNA
AC010731.1,lncRNA
TUBB1P2,unprocessed_pseudogene
AC073143.1,processed_pseudogene
AC005042.1,lncRNA
AL049748.1,lncRNA
SPCS2P4,processed_pseudogene
MIR4432HG,lncRNA
D21S2088E,lncRNA
CFTRP1,unprocessed_pseudogene
FNDC10,protein_coding
PAICSP2,processed_pseudogene
AC013436.1,lncRNA
MTND4P1,processed_pseudogene
MACC1-AS1,lncRNA
RPL7P52,processed_pseudogene
POLR2CP1,processed_pseudogene
RPL39P,processed_pseudogene
AL121759.1,lncRNA
AL139011.1,lncRNA
CLDN25,protein_coding
PDCL2P1,processed_pseudogene
HNF4GP1,processed_pseudogene
HK2P1,processed_pseudogene
AC141930.1,lncRNA
CENPNP2,processed_pseudogene
AC012462.2,lncRNA
Z97056.1,lncRNA
Z82198.1,lncRNA
ZNF883,transcribed_unprocessed_pseudogene
HDAC2-AS2,lncRNA
AL451047.1,lncRNA
AC245100.3,unprocessed_pseudogene
AC009468.1,lncRNA
AC092295.1,lncRNA
HOTAIR,lncRNA
AL136115.1,lncRNA
LINC02663,lncRNA
FCF1P2,transcribed_processed_pseudogene
ROCR,lncRNA
AC079779.2,lncRNA
PHKG1P2,processed_pseudogene
RPL31P13,processed_pseudogene
AL353747.2,lncRNA
SNHG26,lncRNA
AC008940.1,lncRNA
HNRNPCP7,processed_pseudogene
AC079793.1,lncRNA
MYO5BP3,processed_pseudogene
RPL23AP58,processed_pseudogene
AL772202.1,lncRNA
LINC01201,lncRNA
VN1R35P,transcribed_unprocessed_pseudogene
STIM1-AS1,lncRNA
PSMD10P1,processed_pseudogene
AL513480.1,processed_pseudogene
BX679664.1,processed_pseudogene
KRT18P1,processed_pseudogene
AL157385.1,processed_pseudogene
TRGV5P,TR_V_pseudogene
LINC00448,lncRNA
NANOGP2,processed_pseudogene
PROB1,protein_coding
PPIAP59,processed_pseudogene
AC006482.1,lncRNA
TTC3-AS1,lncRNA
AL034347.1,lncRNA
AC004692.2,lncRNA
AC008072.1,processed_pseudogene
AC016820.1,lncRNA
AL365356.2,processed_pseudogene
AL590723.1,lncRNA
AL035407.2,unprocessed_pseudogene
COL11A2P1,unprocessed_pseudogene
AL355997.1,lncRNA
AL445307.1,lncRNA
MTND4P18,processed_pseudogene
CES1P1,transcribed_unprocessed_pseudogene
ARL17B,protein_coding
AL023755.1,lncRNA
AC010655.1,processed_pseudogene
TNKS2-AS1,lncRNA
AL645998.1,processed_pseudogene
AL355310.2,lncRNA
LINC00659,lncRNA
AL691426.1,lncRNA
AL109763.1,lncRNA
LINC02575,lncRNA
AC004006.1,processed_pseudogene
AL691420.1,lncRNA
DHFR,protein_coding
AF013593.1,processed_pseudogene
LINC02521,lncRNA
AL022313.2,lncRNA
AC016909.1,processed_pseudogene
SRGAP3-AS2,lncRNA
MTND2P12,unprocessed_pseudogene
SAPCD1,protein_coding
PPIAP91,processed_pseudogene
AL627308.1,processed_pseudogene
LINC02013,lncRNA
AC096543.2,lncRNA
AC011228.1,lncRNA
AC008781.1,lncRNA
AL162384.1,lncRNA
GABRG3-AS1,lncRNA
AL445985.1,lncRNA
LINC02577,lncRNA
RPS3AP30,processed_pseudogene
AL450306.1,lncRNA
LINC01672,lncRNA
AC004022.1,processed_pseudogene
EIF4BP2,processed_pseudogene
RPL13AP19,processed_pseudogene
PABPC1P8,processed_pseudogene
AC244452.1,unprocessed_pseudogene
FAF2P1,processed_pseudogene
LIMS1-AS1,lncRNA
ZNF885P,processed_pseudogene
RPL7L1P8,processed_pseudogene
KRT8P18,processed_pseudogene
AC003101.1,lncRNA
ABCF2P2,unprocessed_pseudogene
AC007327.1,processed_pseudogene
BX510359.3,unprocessed_pseudogene
AL033539.1,lncRNA
WEE2-AS1,lncRNA
AC114492.1,processed_pseudogene
LINC02534,lncRNA
AL513542.1,lncRNA
Z69666.1,lncRNA
Z92545.1,processed_pseudogene
AL353705.1,processed_pseudogene
MRPL45P2,transcribed_unprocessed_pseudogene
H3P29,processed_pseudogene
LINC00954,lncRNA
LINC00266-4P,lncRNA
NLGN4Y-AS1,lncRNA
HCG22,transcribed_unitary_pseudogene
AC245128.2,unprocessed_pseudogene
THRB-AS1,lncRNA
AL356310.1,lncRNA
AL033523.1,lncRNA
LINC01128,lncRNA
FAM207BP,processed_pseudogene
LINC01939,lncRNA
AL590068.1,lncRNA
AC064807.1,lncRNA
AC073641.1,lncRNA
MTCYBP42,processed_pseudogene
AC072022.1,lncRNA
AC092628.1,unprocessed_pseudogene
MRPS18CP6,processed_pseudogene
HMGB3P4,processed_pseudogene
AL034428.1,lncRNA
PABPC1P11,processed_pseudogene
LAMA5-AS1,lncRNA
AC017007.1,transcribed_processed_pseudogene
MARK2P13,processed_pseudogene
AK3P5,processed_pseudogene
BACH1-IT2,lncRNA
AL359918.1,processed_pseudogene
AL049792.1,processed_pseudogene
RPSAP1,processed_pseudogene
AL592309.1,unprocessed_pseudogene
MIR4500HG,lncRNA
LAMTOR3P1,processed_pseudogene
AL592494.1,lncRNA
AL929410.1,unprocessed_pseudogene
TLK2P2,processed_pseudogene
AC005077.3,transcribed_unprocessed_pseudogene
AL160408.2,lncRNA
AC244098.2,unprocessed_pseudogene
ATP5MFP2,processed_pseudogene
AC012123.1,lncRNA
CT45A5,protein_coding
CBX3P6,processed_pseudogene
AL355483.1,lncRNA
PIK3IP1-DT,lncRNA
PCDH9-AS2,lncRNA
AL133410.2,lncRNA
AL358176.3,processed_pseudogene
ATP5MC2P4,processed_pseudogene
RPS20P13,processed_pseudogene
CDY12P,unprocessed_pseudogene
MTCO3P4,unprocessed_pseudogene
AC092802.2,lncRNA
NEGR1-IT1,lncRNA
AL009048.1,processed_pseudogene
USP17L30,protein_coding
AC104653.1,lncRNA
AL731547.1,processed_pseudogene
RPL23AP12,processed_pseudogene
AC068389.1,lncRNA
AL121985.1,lncRNA
MYLKP1,unprocessed_pseudogene
COX4I1P2,processed_pseudogene
CSP1,processed_pseudogene
AC012307.1,lncRNA
AC090954.1,processed_pseudogene
AC010745.2,lncRNA
AL669970.3,lncRNA
SEPTIN7-DT,lncRNA
RPL35AP6,processed_pseudogene
CICP9,processed_pseudogene
RPL23AP26,processed_pseudogene
AL138963.1,lncRNA
EEF1DP1,processed_pseudogene
LINC01428,lncRNA
UBAC2-AS1,lncRNA
TTTY21,lncRNA
AC012441.2,processed_pseudogene
MTCO1P43,unprocessed_pseudogene
HMGN2P36,processed_pseudogene
ST6GALNAC2P1,processed_pseudogene
RASA4CP,transcribed_unprocessed_pseudogene
AL353804.1,lncRNA
LINC01803,lncRNA
OR1H1P,unprocessed_pseudogene
OR7E128P,unprocessed_pseudogene
NECTIN4-AS1,lncRNA
LINC01344,lncRNA
AC097381.1,lncRNA
AC234771.2,unprocessed_pseudogene
AP000355.1,lncRNA
AC016722.2,lncRNA
TSPY3,protein_coding
KPNA2P2,processed_pseudogene
RPS13P2,processed_pseudogene
MTCO1P3,processed_pseudogene
AC107419.1,lncRNA
AL353132.1,processed_pseudogene
MTA3P1,processed_pseudogene
SNRPD2P1,processed_pseudogene
AKT3-IT1,lncRNA
AL391730.1,unprocessed_pseudogene
UBE3AP2,processed_pseudogene
AL137792.2,processed_pseudogene
AC004485.1,lncRNA
CLUHP2,unprocessed_pseudogene
SLC25A6P5,processed_pseudogene
UGT1A12P,unprocessed_pseudogene
AC023137.1,lncRNA
LINC02041,lncRNA
AC006026.2,processed_pseudogene
AL591623.2,processed_pseudogene
SATB1-AS1,lncRNA
AL512590.1,unprocessed_pseudogene
PIGPP3,processed_pseudogene
AL049812.3,lncRNA
OR2A9P,transcribed_unprocessed_pseudogene
LINC01690,lncRNA
OR7E93P,unprocessed_pseudogene
RPSAP60,processed_pseudogene
HOMER2P1,processed_pseudogene
AC096554.1,lncRNA
UBTFL6,unprocessed_pseudogene
LINC02607,lncRNA
AC009955.1,lncRNA
AC006483.1,processed_pseudogene
SUMO2P8,processed_pseudogene
PPIAP55,processed_pseudogene
LINC01205,lncRNA
AC097658.1,processed_pseudogene
AL627095.1,unprocessed_pseudogene
SLC47A1P1,transcribed_unprocessed_pseudogene
AC021451.1,processed_pseudogene
TRDD3,TR_D_gene
AC234781.3,processed_pseudogene
AL353771.1,lncRNA
RPL5P32,processed_pseudogene
MTND1P9,processed_pseudogene
AL136452.1,processed_pseudogene
AC091167.1,transcribed_processed_pseudogene
AC096570.1,lncRNA
SEPTIN7P8,processed_pseudogene
ACTBP14,processed_pseudogene
AC246785.1,unprocessed_pseudogene
HNF4A-AS1,lncRNA
EXOSC3P1,processed_pseudogene
TMPRSS11GP,transcribed_unprocessed_pseudogene
AL161672.1,processed_pseudogene
LINC01038,lncRNA
AC003685.1,lncRNA
AC083939.1,processed_pseudogene
RPL30P13,processed_pseudogene
AL450472.1,transcribed_unprocessed_pseudogene
AC096638.2,processed_pseudogene
LINC01277,lncRNA
PMS2P7,unprocessed_pseudogene
AL161457.1,lncRNA
AKR7A2P1,processed_pseudogene
AL450992.1,lncRNA
AL365366.1,processed_pseudogene
RAB1AP1,processed_pseudogene
AP001595.1,lncRNA
HSFY1P1,transcribed_unprocessed_pseudogene
KRT223P,transcribed_unprocessed_pseudogene
CDCA4P1,processed_pseudogene
BX276092.3,processed_pseudogene
MTCO1P25,unprocessed_pseudogene
AL445685.2,processed_pseudogene
SPRR2C,unprocessed_pseudogene
VDAC1P8,transcribed_processed_pseudogene
MRPL32P2,processed_pseudogene
AL031656.1,lncRNA
ZFAND2A-DT,lncRNA
AL451070.1,lncRNA
HMGN1P2,processed_pseudogene
AF127577.1,lncRNA
DUTP1,processed_pseudogene
LINC01788,lncRNA
AL449283.1,transcribed_processed_pseudogene
RPS29P14,processed_pseudogene
HECW2-AS1,lncRNA
RPS3AP54,processed_pseudogene
AL451124.1,processed_pseudogene
TRBV23OR9-2,TR_V_pseudogene
AC104073.1,processed_pseudogene
AL354893.2,lncRNA
AC093459.1,lncRNA
AL714022.1,processed_pseudogene
TMPOP1,processed_pseudogene
HMGN2P24,processed_pseudogene
CR848007.1,processed_pseudogene
MTCO3P30,unprocessed_pseudogene
LINC01165,lncRNA
OR5AW1P,unprocessed_pseudogene
PSMA6P2,processed_pseudogene
LINC01548,lncRNA
RPS26P18,processed_pseudogene
MTND1P10,processed_pseudogene
ANKRD20A8P,transcribed_unprocessed_pseudogene
FO082842.1,processed_pseudogene
HSPA8P8,processed_pseudogene
IGHV3-47,IG_V_pseudogene
OR51AB1P,unprocessed_pseudogene
CALM2P2,processed_pseudogene
ELOCP20,unprocessed_pseudogene
AC076966.2,lncRNA
YY1P2,processed_pseudogene
ASTN2-AS1,lncRNA
BTBD6P1,processed_pseudogene
ABHD17AP4,processed_pseudogene
LINC02587,lncRNA
AL137847.1,lncRNA
AC006355.1,processed_pseudogene
MED4-AS1,lncRNA
AL356583.2,unprocessed_pseudogene
AL390774.1,processed_pseudogene
AL137026.1,lncRNA
RPL41,protein_coding
AC068491.1,lncRNA
AC026403.1,processed_pseudogene
CYCSP4,processed_pseudogene
AGBL5-IT1,lncRNA
VIM-AS1,lncRNA
KANSL1L-AS1,lncRNA
ACTG1P2,processed_pseudogene
AC016710.1,lncRNA
EIF4A1P10,processed_pseudogene
RPS7P4,processed_pseudogene
CDY6P,unprocessed_pseudogene
CCDC26,lncRNA
HCG4P8,unprocessed_pseudogene
AC009480.2,processed_pseudogene
ACTBP1,processed_pseudogene
SNX18P4,processed_pseudogene
SMPD4P2,unprocessed_pseudogene
CRYGEP,transcribed_unprocessed_pseudogene
AC233976.1,lncRNA
ANKRD10-IT1,lncRNA
EPHA1-AS1,lncRNA
KCNQ5-AS1,lncRNA
LINC02038,lncRNA
CR769776.2,processed_pseudogene
TSPY23P,unprocessed_pseudogene
AC009229.2,lncRNA
TCP1P1,unprocessed_pseudogene
RUNX3-AS1,lncRNA
NAP1L1P2,processed_pseudogene
GDI2P1,processed_pseudogene
AC114488.1,lncRNA
RPL19P20,processed_pseudogene
AL096701.2,processed_pseudogene
AC073065.1,processed_pseudogene
SRMP3,processed_pseudogene
LINC00382,lncRNA
AC008154.1,lncRNA
AC233280.1,lncRNA
AC006001.3,transcribed_unprocessed_pseudogene
MRPS16P1,processed_pseudogene
PGA4,protein_coding
ATP5PDP2,processed_pseudogene
ADAM1A,unitary_pseudogene
AL050349.1,lncRNA
AC069542.1,lncRNA
AL358473.1,lncRNA
AC004870.3,lncRNA
AC009495.1,lncRNA
AC087071.1,lncRNA
RPS15AP28,processed_pseudogene
LINC02787,lncRNA
AC103564.1,lncRNA
PTGES3P3,processed_pseudogene
LINC00200,lncRNA
AL162408.1,lncRNA
SERPINH1P1,processed_pseudogene
RBMY2NP,unprocessed_pseudogene
AC073987.1,lncRNA
KCTD9P6,processed_pseudogene
AC044860.1,transcribed_unprocessed_pseudogene
AL033527.1,unprocessed_pseudogene
LINC00242,lncRNA
CYCSP11,processed_pseudogene
AC096633.1,processed_pseudogene
HNRNPA1P66,processed_pseudogene
KRT18P4,processed_pseudogene
AC105398.1,lncRNA
AL162400.2,lncRNA
BTF3L4P4,processed_pseudogene
AL356056.1,lncRNA
LINC00582,lncRNA
AC022201.1,lncRNA
MT1P3,processed_pseudogene
FEM1AP1,processed_pseudogene
KRT18P53,processed_pseudogene
KRT18P53,processed_pseudogene
AC011891.2,lncRNA
RBMY1KP,unprocessed_pseudogene
RPL37P18,processed_pseudogene
TTTY10,lncRNA
HMGN1P37,processed_pseudogene
PPP1R12BP1,unprocessed_pseudogene
AL451000.1,unprocessed_pseudogene
LINC00710,lncRNA
PNPT1P1,processed_pseudogene
AL358452.1,lncRNA
LINC01981,lncRNA
LINC00377,lncRNA
AL627313.1,processed_pseudogene
WBP2P1,processed_pseudogene
LINC00446,lncRNA
USP9YP31,unprocessed_pseudogene
HNRNPA1P8,processed_pseudogene
OR8C1P,unprocessed_pseudogene
AC138089.1,lncRNA
ST13P13,processed_pseudogene
AL807752.2,lncRNA
LPGAT1-AS1,lncRNA
LRRC37A12P,unprocessed_pseudogene
AL596223.1,lncRNA
AL160411.1,lncRNA
AC004691.1,lncRNA
POM121L8P,processed_pseudogene
SNHG31,lncRNA
PES1P2,processed_pseudogene
AL451048.1,lncRNA
AC091493.1,lncRNA
AL157388.1,lncRNA
BX664615.1,processed_pseudogene
LINC02829,lncRNA
BX284656.1,lncRNA
REV3L-IT1,lncRNA
AL133353.1,lncRNA
EEF1DP6,processed_pseudogene
GPR53P,unprocessed_pseudogene
AL031963.2,lncRNA
AL356387.1,lncRNA
AP000522.1,unprocessed_pseudogene
FABP5P4,processed_pseudogene
AL451142.2,processed_pseudogene
AP000431.1,lncRNA
LINC02768,lncRNA
RFPL4AL1,protein_coding
AL139294.1,lncRNA
AL451140.1,lncRNA
TUBB8P1,processed_pseudogene
AL121845.1,lncRNA
AC006455.4,lncRNA
TAF9P2,processed_pseudogene
PPIAP25,processed_pseudogene
AL358876.1,processed_pseudogene
AP001464.1,lncRNA
LINC00459,lncRNA
AC010737.1,lncRNA
AL353633.1,lncRNA
RPP40P1,processed_pseudogene
BX088651.2,lncRNA
AL353693.1,lncRNA
AL133268.3,lncRNA
ORM1,protein_coding
MCHR2-AS1,lncRNA
HMGB1P45,processed_pseudogene
KRT8P12,transcribed_processed_pseudogene
AC008269.1,lncRNA
AC244197.1,processed_pseudogene
NUTF2P7,processed_pseudogene
ACAP2-IT1,lncRNA
RPL17P15,processed_pseudogene
AL391839.1,lncRNA
AC006947.1,lncRNA
GK-IT1,lncRNA
PGBD4P8,processed_pseudogene
AC046143.1,lncRNA
DANT1,lncRNA
SREK1IP1P1,processed_pseudogene
AC079305.2,lncRNA
NME2P3,processed_pseudogene
AC093414.1,processed_pseudogene
CDY22P,unprocessed_pseudogene
MTCO2P12,unprocessed_pseudogene
AL392185.1,lncRNA
AL596268.1,processed_pseudogene
HYI-AS1,lncRNA
ACTG1P9,processed_pseudogene
KRTAP9-11P,unprocessed_pseudogene
AC007563.1,lncRNA
LRRC3-DT,lncRNA
CYCSP51,processed_pseudogene
DPY19L1P1,unprocessed_pseudogene
PIN1P1,transcribed_processed_pseudogene
PPP1R2P5,processed_pseudogene
UBTFL7,processed_pseudogene
